"","ST","Year","Cluster","Fraction","Num","TotalYearCluster"
"148","131",2005,"100",0,134,0
"149","131",2006,"100",0,127,0
"150","131",2007,"100",0,140,0
"151","131",2008,"100",0,159,0
"152","131",2009,"100",0,192,0
"153","131",2010,"100",0,196,0
"154","131",2011,"100",0,222,0
"155","131",2012,"100",0,277,0
"156","131",2013,"100",0,255,0
"157","131",2014,"100",0,265,0
"158","131",2015,"100",0.0033003300330033,303,1
"159","131",2016,"100",0,300,0
"160","131",2017,"100",0,355,0
"161","131",2002,"101",0,83,0
"162","131",2003,"101",0,121,0
"163","131",2004,"101",0,125,0
"164","131",2005,"101",0,134,0
"165","131",2006,"101",0,127,0
"166","131",2007,"101",0,140,0
"167","131",2008,"101",0,159,0
"168","131",2009,"101",0,192,0
"169","131",2010,"101",0,196,0
"170","131",2011,"101",0,222,0
"171","131",2012,"101",0,277,0
"172","131",2013,"101",0,255,0
"173","131",2014,"101",0,265,0
"174","131",2015,"101",0,303,0
"175","131",2016,"101",0,300,0
"176","131",2017,"101",0.0028169014084507,355,1
"177","131",2002,"103",0,83,0
"178","131",2003,"103",0,121,0
"179","131",2004,"103",0,125,0
"180","131",2005,"103",0,134,0
"181","131",2006,"103",0,127,0
"182","131",2007,"103",0,140,0
"183","131",2008,"103",0,159,0
"184","131",2009,"103",0,192,0
"185","131",2010,"103",0,196,0
"186","131",2011,"103",0,222,0
"187","131",2012,"103",0,277,0
"188","131",2013,"103",0,255,0
"189","131",2014,"103",0,265,0
"190","131",2015,"103",0,303,0
"191","131",2016,"103",0,300,0
"192","131",2017,"103",0.0028169014084507,355,1
"193","131",2002,"125",0,83,0
"194","131",2003,"125",0,121,0
"195","131",2004,"125",0,125,0
"196","131",2005,"125",0,134,0
"197","131",2006,"125",0,127,0
"198","131",2007,"125",0,140,0
"199","131",2008,"125",0,159,0
"200","131",2009,"125",0,192,0
"201","131",2010,"125",0,196,0
"202","131",2011,"125",0,222,0
"203","131",2012,"125",0,277,0
"204","131",2013,"125",0,255,0
"205","131",2014,"125",0,265,0
"206","131",2015,"125",0,303,0
"207","131",2016,"125",0.00333333333333333,300,1
"208","131",2017,"125",0,355,0
"209","131",2002,"3185",0,83,0
"210","131",2003,"3185",0,121,0
"211","131",2004,"3185",0,125,0
"212","131",2005,"3185",0,134,0
"213","131",2006,"3185",0,127,0
"214","131",2007,"3185",0,140,0
"215","131",2008,"3185",0,159,0
"216","131",2009,"3185",0.00520833333333333,192,1
"217","131",2010,"3185",0.0102040816326531,196,2
"218","131",2011,"3185",0,222,0
"219","131",2012,"3185",0,277,0
"220","131",2013,"3185",0.00392156862745098,255,1
"221","131",2014,"3185",0,265,0
"222","131",2015,"3185",0.0033003300330033,303,1
"223","131",2016,"3185",0,300,0
"224","131",2017,"3185",0.0028169014084507,355,1
"225","131",2002,"161",0,83,0
"226","131",2003,"161",0,121,0
"227","131",2004,"161",0.008,125,1
"228","131",2005,"161",0,134,0
"229","131",2006,"161",0,127,0
"230","131",2007,"161",0,140,0
"231","131",2008,"161",0,159,0
"232","131",2009,"161",0,192,0
"233","131",2010,"161",0,196,0
"234","131",2011,"161",0,222,0
"235","131",2012,"161",0,277,0
"236","131",2013,"161",0,255,0
"237","131",2014,"161",0,265,0
"238","131",2015,"161",0,303,0
"239","131",2016,"161",0,300,0
"240","131",2017,"161",0,355,0
"241","131",2002,"3224",0,83,0
"242","131",2003,"3224",0,121,0
"243","131",2004,"3224",0,125,0
"244","131",2005,"3224",0,134,0
"245","131",2006,"3224",0,127,0
"246","131",2007,"3224",0.00714285714285714,140,1
"247","131",2008,"3224",0,159,0
"248","131",2009,"3224",0,192,0
"249","131",2010,"3224",0,196,0
"250","131",2011,"3224",0,222,0
"251","131",2012,"3224",0,277,0
"252","131",2013,"3224",0,255,0
"253","131",2014,"3224",0,265,0
"254","131",2015,"3224",0,303,0
"255","131",2016,"3224",0.00333333333333333,300,1
"256","131",2017,"3224",0,355,0
"257","131",2002,"195",0,83,0
"258","131",2003,"195",0,121,0
"259","131",2004,"195",0,125,0
"260","131",2005,"195",0,134,0
"261","131",2006,"195",0,127,0
"262","131",2007,"195",0,140,0
"263","131",2008,"195",0,159,0
"264","131",2009,"195",0,192,0
"265","131",2010,"195",0,196,0
"266","131",2011,"195",0,222,0
"267","131",2012,"195",0,277,0
"268","131",2013,"195",0,255,0
"269","131",2014,"195",0,265,0
"270","131",2015,"195",0,303,0
"271","131",2016,"195",0,300,0
"272","131",2017,"195",0.0028169014084507,355,1
"273","131",2002,"3270",0,83,0
"274","131",2003,"3270",0,121,0
"275","131",2004,"3270",0,125,0
"276","131",2005,"3270",0,134,0
"277","131",2006,"3270",0,127,0
"278","131",2007,"3270",0,140,0
"279","131",2008,"3270",0,159,0
"280","131",2009,"3270",0,192,0
"281","131",2010,"3270",0,196,0
"282","131",2011,"3270",0,222,0
"283","131",2012,"3270",0,277,0
"284","131",2013,"3270",0,255,0
"285","131",2014,"3270",0.00377358490566038,265,1
"286","131",2015,"3270",0,303,0
"287","131",2016,"3270",0,300,0
"288","131",2017,"3270",0.0028169014084507,355,1
"289","131",2002,"220",0,83,0
"290","131",2003,"220",0,121,0
"291","131",2004,"220",0,125,0
"292","131",2005,"220",0,134,0
"293","131",2006,"220",0,127,0
"294","131",2007,"220",0,140,0
"295","131",2008,"220",0,159,0
"296","131",2009,"220",0,192,0
"297","131",2010,"220",0,196,0
"298","131",2011,"220",0,222,0
"299","131",2012,"220",0.0036101083032491,277,1
"300","131",2013,"220",0,255,0
"301","131",2014,"220",0,265,0
"302","131",2015,"220",0,303,0
"303","131",2016,"220",0,300,0
"304","131",2017,"220",0,355,0
"305","131",2002,"221",0,83,0
"306","131",2003,"221",0,121,0
"307","131",2004,"221",0,125,0
"308","131",2005,"221",0,134,0
"309","131",2006,"221",0,127,0
"310","131",2007,"221",0,140,0
"311","131",2008,"221",0,159,0
"312","131",2009,"221",0,192,0
"313","131",2010,"221",0,196,0
"314","131",2011,"221",0,222,0
"315","131",2012,"221",0,277,0
"316","131",2013,"221",0,255,0
"317","131",2014,"221",0,265,0
"318","131",2015,"221",0.0033003300330033,303,1
"319","131",2016,"221",0,300,0
"320","131",2017,"221",0,355,0
"321","131",2002,"223",0,83,0
"322","131",2003,"223",0,121,0
"323","131",2004,"223",0,125,0
"324","131",2005,"223",0,134,0
"325","131",2006,"223",0,127,0
"326","131",2007,"223",0,140,0
"327","131",2008,"223",0,159,0
"328","131",2009,"223",0,192,0
"329","131",2010,"223",0,196,0
"330","131",2011,"223",0,222,0
"331","131",2012,"223",0,277,0
"332","131",2013,"223",0,255,0
"333","131",2014,"223",0,265,0
"334","131",2015,"223",0,303,0
"335","131",2016,"223",0,300,0
"336","131",2017,"223",0.0028169014084507,355,1
"337","131",2002,"227",0,83,0
"338","131",2003,"227",0,121,0
"339","131",2004,"227",0,125,0
"340","131",2005,"227",0,134,0
"341","131",2006,"227",0,127,0
"342","131",2007,"227",0,140,0
"343","131",2008,"227",0,159,0
"344","131",2009,"227",0,192,0
"345","131",2010,"227",0,196,0
"346","131",2011,"227",0,222,0
"347","131",2012,"227",0,277,0
"348","131",2013,"227",0,255,0
"349","131",2014,"227",0,265,0
"350","131",2015,"227",0,303,0
"351","131",2016,"227",0.00333333333333333,300,1
"352","131",2017,"227",0,355,0
"353","131",2002,"232",0,83,0
"354","131",2003,"232",0,121,0
"355","131",2004,"232",0,125,0
"356","131",2005,"232",0,134,0
"357","131",2006,"232",0,127,0
"358","131",2007,"232",0,140,0
"359","131",2008,"232",0,159,0
